date,meantempm,meantempm_1,meantempm_2,meantempm_3,meandewptm_1,meandewptm_2,meandewptm_3,meanpressurem_1,meanpressurem_2,meanpressurem_3,maxhumidity_1,maxhumidity_2,maxhumidity_3,minhumidity_1,minhumidity_2,minhumidity_3,maxtempm_1,maxtempm_2,maxtempm_3,mintempm_1,mintempm_2,mintempm_3,maxdewptm_1,maxdewptm_2,maxdewptm_3,mindewptm_1,mindewptm_2,mindewptm_3,maxpressurem_1,maxpressurem_2,maxpressurem_3,minpressurem_1,minpressurem_2,minpressurem_3,precipm_1,precipm_2,precipm_3
9/18/2015,16,24,26,26,19,19,15,1007,1011,1009,84,90,73,51,46,34,33,32,32,16,21,20,21,22,18,13,17,13,1012,1013,1012,1005,1007,1007,0,0,0
9/19/2015,15,16,24,26,12,19,19,1013,1007,1011,89,84,90,53,51,46,21,33,32,12,16,21,14,21,22,10,13,17,1019,1012,1013,1011,1005,1007,10.92,0,0
9/20/2015,18,15,16,24,10,12,19,1020,1013,1007,96,89,84,47,53,51,21,21,33,9,12,16,11,14,21,8,10,13,1023,1019,1012,1019,1011,1005,0,10.92,0
9/21/2015,22,18,15,16,11,10,12,1017,1020,1013,89,96,89,42,47,53,26,21,21,11,9,12,13,11,14,9,8,10,1020,1023,1019,1014,1019,1011,0,0,10.92
9/22/2015,23,22,18,15,17,11,10,1014,1017,1020,100,89,96,55,42,47,28,26,21,15,11,9,19,13,11,13,9,8,1016,1020,1023,1012,1014,1019,0,0,0
9/23/2015,22,23,22,18,19,17,11,1016,1014,1017,100,100,89,58,55,42,29,28,26,17,15,11,21,19,13,16,13,9,1018,1016,1020,1014,1012,1014,0.76,0,0
9/24/2015,22,22,23,22,19,19,17,1018,1016,1014,93,100,100,82,58,55,24,29,28,20,17,15,21,21,19,18,16,13,1020,1018,1016,1016,1014,1012,6.6,0.76,0
9/25/2015,21,22,22,23,18,19,19,1017,1018,1016,100,93,100,60,82,58,26,24,29,18,20,17,19,21,21,16,18,16,1019,1020,1018,1015,1016,1014,11.18,6.6,0.76
9/26/2015,19,21,22,22,18,18,19,1020,1017,1018,100,100,93,60,60,82,26,26,24,15,18,20,19,19,21,13,16,18,1022,1019,1020,1018,1015,1016,6.6,11.18,6.6
9/27/2015,21,19,21,22,13,18,18,1020,1020,1017,100,100,100,42,60,60,27,26,26,11,15,18,15,19,19,9,13,16,1023,1022,1019,1017,1018,1015,0,6.6,11.18
9/28/2015,23,21,19,21,13,13,18,1014,1020,1020,93,100,100,37,42,60,29,27,26,13,11,15,15,15,19,12,9,13,1017,1023,1022,1011,1017,1018,0,0,6.6
9/29/2015,16,23,21,19,16,13,13,1012,1014,1020,90,93,100,36,37,42,31,29,27,14,13,11,17,15,15,14,12,9,1014,1017,1023,1010,1011,1017,0,0,0
9/30/2015,14,16,23,21,12,16,13,1019,1012,1014,93,90,93,40,36,37,22,31,29,9,14,13,18,17,15,7,14,12,1022,1014,1017,1014,1010,1011,20.32,0,0
10/1/2015,13,14,16,23,7,12,16,1023,1019,1012,93,93,90,37,40,36,21,22,31,7,9,14,8,18,17,5,7,14,1025,1022,1014,1022,1014,1010,0,20.32,0
10/2/2015,12,13,14,16,6,7,12,1026,1023,1019,86,93,93,44,37,40,19,21,22,7,7,9,8,8,18,5,5,7,1028,1025,1022,1024,1022,1014,0,0,20.32
10/3/2015,11,12,13,14,6,6,7,1026,1026,1023,86,86,93,44,44,37,18,19,21,6,7,7,7,8,8,4,5,5,1029,1028,1025,1022,1024,1022,0,0,0
10/4/2015,13,11,12,13,4,6,6,1021,1026,1026,89,86,86,39,44,44,17,18,19,4,6,7,6,7,8,3,4,5,1023,1029,1028,1019,1022,1024,0,0,0
10/5/2015,13,13,11,12,6,4,6,1022,1021,1026,89,89,86,44,39,44,20,17,18,6,4,6,8,6,7,5,3,4,1025,1023,1029,1021,1019,1022,0,0,0
10/6/2015,19,13,13,11,10,6,4,1023,1022,1021,93,89,89,72,44,39,16,20,17,9,6,4,12,8,6,8,5,3,1025,1025,1023,1021,1021,1019,0,0,0
10/7/2015,21,19,13,13,12,10,6,1021,1023,1022,93,93,89,39,72,44,26,16,20,12,9,6,13,12,8,10,8,5,1023,1025,1025,1020,1021,1021,0,0,0
10/8/2015,21,21,19,13,14,12,10,1020,1021,1023,90,93,93,50,39,72,26,26,16,16,12,9,16,13,12,13,10,8,1022,1023,1025,1017,1020,1021,0,0,0
10/9/2015,14,21,21,19,12,14,12,1017,1020,1021,90,90,93,31,50,39,28,26,26,13,16,12,15,16,13,7,13,10,1022,1022,1023,1015,1017,1020,0,0,0
10/10/2015,17,14,21,21,7,12,14,1026,1017,1020,93,90,90,42,31,50,19,28,26,8,13,16,12,15,16,5,7,13,1029,1022,1022,1022,1015,1017,0,0,0
10/11/2015,24,17,14,21,9,7,12,1018,1026,1017,89,93,90,39,42,31,27,19,28,6,8,13,13,12,15,5,5,7,1024,1029,1022,1011,1022,1015,0,0,0
10/12/2015,16,24,17,14,12,9,7,1004,1018,1026,93,89,93,23,39,42,34,27,19,13,6,8,15,13,12,7,5,5,1010,1024,1029,999,1011,1022,0,0,0
10/13/2015,17,16,24,17,1,12,9,1010,1004,1018,55,93,89,15,23,39,25,34,27,7,13,6,7,15,13,-3,7,5,1013,1010,1024,1007,999,1011,0,0,0
10/14/2015,14,17,16,24,2,1,12,1014,1010,1004,76,55,93,17,15,23,29,25,34,4,7,13,5,7,15,1,-3,7,1016,1013,1010,1011,1007,999,0,0,0
10/15/2015,13,14,17,16,3,2,1,1019,1014,1010,76,76,55,25,17,15,23,29,25,6,4,7,6,5,7,2,1,-3,1021,1016,1013,1016,1011,1007,0,0,0
10/16/2015,8,13,14,17,2,3,2,1023,1019,1014,86,76,76,22,25,17,22,23,29,4,6,4,7,6,5,-2,2,1,1031,1021,1016,1018,1016,1011,0,0,0
10/17/2015,11,8,13,14,-1,2,3,1032,1023,1019,82,86,76,27,22,25,17,22,23,0,4,6,1,7,6,-2,-2,2,1035,1031,1021,1030,1018,1016,0,0,0
10/18/2015,16,11,8,13,-1,-1,2,1030,1032,1023,67,82,86,30,27,22,17,17,22,6,0,4,1,1,7,-2,-2,-2,1033,1035,1031,1028,1030,1018,0,0,0
10/19/2015,22,16,11,8,3,-1,-1,1022,1030,1032,65,67,82,29,30,27,25,17,17,7,6,0,7,1,1,1,-2,-2,1027,1033,1035,1016,1028,1030,0,0,0
10/20/2015,21,22,16,11,6,3,-1,1012,1022,1030,47,65,67,29,29,30,28,25,17,16,7,6,9,7,1,2,1,-2,1016,1027,1033,1009,1016,1028,0,0,0
10/21/2015,18,21,22,16,9,6,3,1011,1012,1022,73,47,65,36,29,29,28,28,25,13,16,7,13,9,7,6,2,1,1012,1016,1027,1009,1009,1016,0,0,0
10/22/2015,16,18,21,22,11,9,6,1019,1011,1012,80,73,47,52,36,29,22,28,28,14,13,16,13,13,9,8,6,2,1023,1012,1016,1012,1009,1009,0.51,0,0
10/23/2015,18,16,18,21,9,11,9,1021,1019,1011,83,80,73,60,52,36,19,22,28,12,14,13,13,13,13,8,8,6,1024,1023,1012,1014,1012,1009,2.29,0.51,0
10/24/2015,11,18,16,18,14,9,11,1010,1021,1019,93,83,80,57,60,52,23,19,22,12,12,14,17,13,13,8,8,8,1015,1024,1023,1006,1014,1012,3.3,2.29,0.51
10/25/2015,9,11,18,16,4,14,9,1019,1010,1021,80,93,83,30,57,60,18,23,19,3,12,12,9,17,13,-1,8,8,1025,1015,1024,1014,1006,1014,0,3.3,2.29
10/26/2015,10,9,11,18,1,4,14,1026,1019,1010,92,80,93,29,30,57,19,18,23,-1,3,12,4,9,17,-1,-1,8,1029,1025,1015,1024,1014,1006,0,0,3.3
10/27/2015,10,10,9,11,2,1,4,1023,1026,1019,82,92,80,34,29,30,17,19,18,3,-1,3,6,4,9,1,-1,-1,1025,1029,1025,1019,1024,1014,0,0,0
10/28/2015,8,10,10,9,6,2,1,1013,1023,1026,93,82,92,50,34,29,14,17,19,5,3,-1,9,6,4,2,1,-1,1019,1025,1029,1008,1019,1024,0,0,0
10/29/2015,6,8,10,10,1,6,2,1009,1013,1023,93,93,82,30,50,34,14,14,17,2,5,3,9,9,6,-6,2,1,1011,1019,1025,1006,1008,1019,0,0,0
10/30/2015,4,6,8,10,-2,1,6,1015,1009,1013,82,93,93,41,30,50,13,14,14,-2,2,5,0,9,9,-5,-6,2,1018,1011,1019,1011,1006,1008,0,0,0
10/31/2015,0,4,6,8,1,-2,1,1015,1015,1009,92,82,93,38,41,30,12,13,14,-3,-2,2,6,0,9,-4,-5,-6,1018,1018,1011,1010,1011,1006,5.84,0,0
11/1/2015,15,12,4,6,7,1,-2,1008,1015,1015,100,92,82,52,38,41,18,12,13,6,-3,-2,8,6,0,5,-4,-5,1011,1018,1018,1007,1010,1011,0.76,5.84,0
11/2/2015,18,15,12,4,6,7,1,1010,1008,1015,93,100,92,29,52,38,26,18,12,4,6,-3,8,8,6,4,5,-4,1012,1011,1018,1008,1007,1010,0,0.76,5.84
11/3/2015,16,18,15,12,6,6,7,1011,1010,1008,77,93,100,23,29,52,27,26,18,9,4,6,8,8,8,4,4,5,1012,1012,1011,1009,1008,1007,0,0,0.76
11/4/2015,18,16,18,15,11,6,6,1010,1011,1010,100,77,93,40,23,29,26,27,26,7,9,4,13,8,8,3,4,4,1012,1012,1012,1008,1009,1008,0,0,0
11/5/2015,13,18,16,18,14,11,6,1010,1010,1011,93,100,77,57,40,23,23,26,27,14,7,9,14,13,8,13,3,4,1012,1012,1012,1008,1008,1009,0,0,0
11/6/2015,8,13,18,16,9,14,11,1009,1010,1010,90,93,100,48,57,40,19,23,26,6,14,7,15,14,13,2,13,3,1016,1012,1012,1005,1008,1008,0,0,0
11/7/2015,6,8,13,18,0,9,14,1023,1009,1010,96,90,93,33,48,57,14,19,23,1,6,14,2,15,14,-2,2,13,1028,1016,1012,1017,1005,1008,0,0,0
11/8/2015,8,6,8,13,-2,0,9,1030,1023,1009,92,96,90,25,33,48,15,14,19,-3,1,6,2,2,15,-6,-2,2,1032,1028,1016,1028,1017,1005,0,0,0
11/9/2015,9,8,6,8,-1,-2,0,1024,1030,1023,82,92,96,34,25,33,17,15,14,-2,-3,1,2,2,2,-4,-6,-2,1028,1032,1028,1021,1028,1017,0,0,0
11/10/2015,9,9,8,6,0,-1,-2,1019,1024,1030,76,82,92,34,34,25,18,17,15,1,-2,-3,2,2,2,-3,-4,-6,1021,1028,1032,1016,1021,1028,0,0,0
11/11/2015,6,9,9,8,3,0,-1,1012,1019,1024,92,76,82,54,34,34,16,18,17,2,1,-2,7,2,2,-1,-3,-4,1016,1021,1028,1008,1016,1021,0,0,0
11/12/2015,8,6,9,9,4,3,0,1000,1012,1019,100,92,76,76,54,34,9,16,18,2,2,1,8,7,2,1,-1,-3,1009,1016,1021,992,1008,1016,7.37,0,0
11/13/2015,7,8,6,9,-2,4,3,1019,1000,1012,76,100,92,29,76,54,13,9,16,2,2,2,1,8,7,-5,1,-1,1025,1009,1016,1010,992,1008,0,7.37,0
11/14/2015,9,7,8,6,-3,-2,4,1024,1019,1000,82,76,100,26,29,76,16,13,9,-3,2,2,0,1,8,-6,-5,1,1027,1025,1009,1021,1010,992,0,0,7.37
11/15/2015,10,9,7,8,1,-3,-2,1020,1024,1019,92,82,76,29,26,29,20,16,13,-2,-3,2,3,0,1,-3,-6,-5,1022,1027,1025,1018,1021,1010,0,0,0
11/16/2015,13,10,9,7,5,1,-3,1015,1020,1024,77,92,82,46,29,26,17,20,16,2,-2,-3,9,3,0,-1,-3,-6,1020,1022,1027,1009,1018,1021,0,0,0
11/17/2015,11,13,10,9,12,5,1,1004,1015,1020,100,77,92,66,46,29,15,17,20,11,2,-2,14,9,3,7,-1,-3,1009,1020,1022,1001,1009,1018,1.27,0,0
11/18/2015,7,11,13,10,9,12,5,998,1004,1015,100,100,77,86,66,46,16,15,17,6,11,2,15,14,9,4,7,-1,1002,1009,1020,993,1001,1009,24.13,1.27,0
11/19/2015,4,7,11,13,2,9,12,997,998,1004,93,100,100,53,86,66,11,16,15,2,6,11,5,15,14,-5,4,7,1014,1002,1009,991,993,1001,0.76,24.13,1.27
11/20/2015,6,4,7,11,-8,2,9,1022,997,998,63,93,100,23,53,86,10,11,16,-1,2,6,-4,5,15,-11,-5,4,1024,1014,1002,1015,991,993,0,0.76,24.13
11/21/2015,-1,6,4,7,-2,-8,2,1019,1022,997,92,63,93,42,23,53,11,10,11,-1,-1,2,3,-4,5,-4,-11,-5,1026,1024,1014,1011,1015,991,1.52,0,0.76
11/22/2015,3,-1,6,4,-6,-2,-8,1028,1019,1022,92,92,63,44,42,23,2,11,10,-4,-1,-1,-3,3,-4,-9,-4,-11,1032,1026,1024,1022,1011,1015,0,1.52,0
11/23/2015,7,3,-1,6,-6,-6,-2,1018,1028,1019,81,92,92,28,44,42,12,2,11,-6,-4,-1,-2,-3,3,-8,-9,-4,1022,1032,1026,1014,1022,1011,0,0,1.52
11/24/2015,8,7,3,-1,-2,-6,-6,1020,1018,1028,85,81,92,29,28,44,16,12,2,-3,-6,-4,-1,-2,-3,-5,-8,-9,1022,1022,1032,1018,1014,1022,0,0,0
11/25/2015,10,8,7,3,1,-2,-6,1014,1020,1018,82,85,81,43,29,28,15,16,12,1,-3,-6,4,-1,-2,-3,-5,-8,1018,1022,1022,1011,1018,1014,0,0,0
11/26/2015,0,10,8,7,4,1,-2,1013,1014,1020,85,82,85,59,43,29,16,15,16,3,1,-3,9,4,-1,1,-3,-5,1019,1018,1022,1010,1011,1018,0,0,0
11/27/2015,-5,0,10,8,-2,4,1,1025,1013,1014,100,85,82,75,59,43,3,16,15,-4,3,1,2,9,4,-7,1,-3,1032,1019,1018,1019,1010,1011,6.6,0,0
11/28/2015,-2,-5,0,10,-8,-2,4,1036,1025,1013,84,100,85,74,75,59,-4,3,16,-6,-4,3,-7,2,9,-9,-7,1,1038,1032,1019,1033,1019,1010,0,6.6,0
11/29/2015,0,-2,-5,0,-7,-8,-2,1032,1036,1025,81,84,100,63,74,75,-1,-4,3,-4,-6,-4,-5,-7,2,-8,-9,-7,1035,1038,1032,1030,1033,1019,0,0,6.6
11/30/2015,-1,0,-2,-5,-2,-7,-8,1026,1032,1036,92,81,84,72,63,74,1,-1,-4,-1,-4,-6,-1,-5,-7,-4,-8,-9,1031,1035,1038,1022,1030,1033,0.76,0,0
12/1/2015,-2,-1,0,-2,-1,-2,-7,1015,1026,1032,96,92,81,89,72,63,1,1,-1,-3,-1,-4,1,-1,-5,-6,-4,-8,1022,1031,1035,1010,1022,1030,7.87,0.76,0
12/2/2015,0,-2,-1,0,-4,-1,-2,1010,1015,1026,88,96,92,69,89,72,1,1,1,-5,-3,-1,-3,1,-1,-7,-6,-4,1013,1022,1031,1008,1010,1022,0,7.87,0.76
12/3/2015,2,0,-2,-1,-3,-4,-1,1018,1010,1015,88,88,96,54,69,89,6,1,1,-6,-5,-3,-1,-3,1,-8,-7,-6,1025,1013,1022,1012,1008,1010,0,0,7.87
12/4/2015,4,2,0,-2,-4,-3,-4,1028,1018,1010,91,88,88,42,54,69,10,6,1,-7,-6,-5,-1,-1,-3,-9,-8,-7,1029,1025,1013,1025,1012,1008,0,0,0
12/5/2015,8,4,2,0,0,-4,-3,1028,1028,1018,92,91,88,50,42,54,13,10,6,-4,-7,-6,3,-1,-1,-5,-9,-8,1030,1029,1025,1026,1025,1012,0,0,0
12/6/2015,5,8,4,2,3,0,-4,1025,1028,1028,85,92,91,59,50,42,12,13,10,4,-4,-7,4,3,-1,2,-5,-9,1027,1030,1029,1022,1026,1025,0,0,0
12/7/2015,6,5,8,4,-1,3,0,1027,1025,1028,92,85,92,41,59,50,12,12,13,-3,4,-4,2,4,3,-3,2,-5,1029,1027,1030,1025,1022,1026,0,0,0
12/8/2015,8,6,5,8,-1,-1,3,1018,1027,1025,92,92,85,38,41,59,13,12,12,-3,-3,4,0,2,4,-4,-3,2,1024,1029,1027,1013,1025,1022,0,0,0
12/9/2015,8,8,6,5,1,-1,-1,1008,1018,1027,82,92,92,36,38,41,16,13,12,0,-3,-3,3,0,2,-2,-4,-3,1012,1024,1029,1006,1013,1025,0,0,0
12/10/2015,9,8,8,6,2,1,-1,1007,1008,1018,96,82,92,39,36,38,17,16,13,-1,0,-3,5,3,0,-2,-2,-4,1012,1012,1024,999,1006,1013,0,0,0
12/11/2015,6,9,8,8,-1,2,1,1004,1007,1008,64,96,82,20,39,36,17,17,16,2,-1,0,4,5,3,-6,-2,-2,1007,1012,1012,998,999,1006,0,0,0
12/12/2015,3,6,9,8,1,-1,2,1004,1004,1007,85,64,96,54,20,39,13,17,17,-1,2,-1,3,4,5,-2,-6,-2,1011,1007,1012,1001,998,999,0,0,0
12/13/2015,4,3,6,9,2,1,-1,1011,1004,1004,100,85,64,73,54,20,6,13,17,0,-1,2,4,3,4,-1,-2,-6,1014,1011,1007,1008,1001,998,19.56,0,0
12/14/2015,2,4,3,6,3,2,1,1001,1011,1004,100,100,85,92,73,54,5,6,13,3,0,-1,4,4,3,2,-1,-2,1008,1014,1011,993,1008,1001,40.13,19.56,0
12/15/2015,4,2,4,3,1,3,2,999,1001,1011,100,100,100,85,92,73,3,5,6,1,3,0,2,4,4,0,2,-1,1009,1008,1014,991,993,1008,17.78,40.13,19.56
12/16/2015,1,4,2,4,2,1,3,1004,999,1001,100,100,100,76,85,92,7,3,5,2,1,3,6,2,4,-1,0,2,1010,1009,1008,996,991,993,0,17.78,40.13
12/17/2015,-2,1,4,2,-5,2,1,1006,1004,999,92,100,100,56,76,85,3,7,3,-2,2,1,1,6,2,-8,-1,0,1015,1010,1009,995,996,991,0,0,17.78
12/18/2015,-2,-2,1,4,-8,-5,2,1020,1006,1004,75,92,100,40,56,76,2,3,7,-7,-2,2,-6,1,6,-11,-8,-1,1023,1015,1010,1015,995,996,0,0,0
12/19/2015,1,-2,-2,1,-10,-8,-5,1023,1020,1006,77,75,92,35,40,56,3,2,3,-8,-7,-2,-9,-6,1,-12,-11,-8,1027,1023,1015,1020,1015,995,0,0,0
12/20/2015,6,1,-2,-2,-4,-10,-8,1023,1023,1020,88,77,75,50,35,40,10,3,2,-9,-8,-7,0,-9,-6,-11,-12,-11,1027,1027,1023,1015,1020,1015,0,0,0
12/21/2015,-3,6,1,-2,2,-4,-10,1008,1023,1023,85,88,77,63,50,35,12,10,3,-1,-9,-8,6,0,-9,-3,-11,-12,1013,1027,1027,1004,1015,1020,0,0,0
12/22/2015,1,-3,6,1,-5,2,-4,1012,1008,1023,92,85,88,78,63,50,-1,12,10,-6,-1,-9,-3,6,0,-7,-3,-11,1016,1013,1027,1008,1004,1015,0,0,0
12/23/2015,1,1,-3,6,-1,-5,2,1001,1012,1008,96,92,85,60,78,63,9,-1,12,-7,-6,-1,2,-3,6,-8,-7,-3,1010,1016,1013,994,1008,1004,0,0,0
12/24/2015,-2,1,1,-3,1,-1,-5,994,1001,1012,93,96,92,70,60,78,6,9,-1,-4,-7,-6,4,2,-3,-5,-8,-7,1006,1010,1016,990,994,1008,24.64,0,0
12/25/2015,-4,-2,1,1,-3,1,-1,1013,994,1001,100,93,96,75,70,60,1,6,9,-6,-4,-7,-2,4,2,-6,-5,-8,1022,1006,1010,1006,990,994,6.6,24.64,0
12/26/2015,-2,-4,-2,1,-5,-3,1,1021,1013,994,96,100,93,84,75,70,1,1,6,-9,-6,-4,-1,-2,4,-11,-6,-5,1025,1022,1006,1016,1006,990,0.51,6.6,24.64
12/27/2015,-7,-2,-4,-2,-1,-5,-3,1022,1021,1013,100,96,100,81,84,75,1,1,1,-4,-9,-6,1,-1,-2,-7,-11,-6,1031,1025,1022,1015,1016,1006,0.25,0.51,6.6
12/28/2015,-8,-7,-2,-4,-12,-1,-5,1033,1022,1021,92,100,96,67,81,84,-4,1,1,-11,-4,-9,-7,1,-1,-15,-7,-11,1036,1031,1025,1030,1015,1016,0,0.25,0.51
12/29/2015,-4,-8,-7,-2,-11,-12,-1,1016,1033,1022,88,92,100,70,67,81,-7,-4,1,-11,-11,-4,-9,-7,1,-14,-15,-7,1028,1036,1031,1010,1030,1015,2.03,0,0.25
12/30/2015,-3,-4,-8,-7,-8,-11,-12,1021,1016,1033,88,88,92,63,70,67,-1,-7,-4,-7,-11,-11,-7,-9,-7,-11,-14,-15,1025,1028,1036,1015,1010,1030,0,2.03,0
12/31/2015,-8,-3,-4,-8,-7,-8,-11,1026,1021,1016,88,88,88,63,63,70,-1,-1,-7,-6,-7,-11,-6,-7,-9,-10,-11,-14,1029,1025,1028,1023,1015,1010,0.76,0,2.03
1/1/2016,-2,-8,-3,-4,-11,-7,-8,1030,1026,1021,91,88,88,53,63,63,-2,-1,-1,-14,-6,-7,-7,-6,-7,-16,-10,-11,1032,1029,1025,1027,1023,1015,0,0.76,0
1/2/2016,-3,-2,-8,-3,-8,-11,-7,1029,1030,1026,81,91,88,48,53,63,3,-2,-1,-7,-14,-6,-6,-7,-6,-11,-16,-10,1032,1032,1029,1027,1027,1023,0,0,0.76
1/3/2016,-4,-3,-2,-8,-8,-8,-11,1025,1029,1030,84,81,91,48,48,53,4,3,-2,-10,-7,-14,-5,-6,-7,-12,-11,-16,1027,1032,1032,1023,1027,1027,0,0,0
1/4/2016,-5,-4,-3,-2,-8,-8,-8,1030,1025,1029,92,84,81,63,48,48,1,4,3,-9,-10,-7,-6,-5,-6,-11,-12,-11,1034,1027,1032,1025,1023,1027,0,0,0
1/5/2016,-1,-5,-4,-3,-8,-8,-8,1032,1030,1025,92,92,84,75,63,48,-2,1,4,-8,-9,-10,-6,-6,-5,-9,-11,-12,1035,1034,1027,1028,1025,1023,0,0,0
1/6/2016,1,-1,-5,-4,-4,-8,-8,1023,1032,1030,92,92,92,59,75,63,5,-2,1,-6,-8,-9,-2,-6,-6,-7,-9,-11,1028,1035,1034,1019,1028,1025,0,0,0
1/7/2016,1,1,-1,-5,-1,-4,-8,1016,1023,1032,100,92,92,75,59,75,2,5,-2,0,-6,-8,1,-2,-6,-3,-7,-9,1019,1028,1035,1013,1019,1028,0,0,0
1/8/2016,-1,1,1,-1,1,-1,-4,1010,1016,1023,100,100,92,92,75,59,2,2,5,1,0,-6,2,1,-2,0,-3,-7,1014,1019,1028,1008,1013,1019,11.18,0,0
1/9/2016,-11,-1,1,1,-2,1,-1,1012,1010,1016,96,100,100,81,92,75,1,2,2,-4,1,0,0,2,1,-7,0,-3,1019,1014,1019,1007,1008,1013,1.78,11.18,0
1/10/2016,-13,-11,-1,1,-16,-2,1,1024,1012,1010,77,96,100,61,81,92,-4,1,2,-18,-4,1,-7,0,2,-22,-7,0,1029,1019,1014,1017,1007,1008,0,1.78,11.18
1/11/2016,-3,-13,-11,-1,-17,-16,-2,1025,1024,1012,88,77,96,61,61,81,-7,-4,1,-19,-18,-4,-11,-7,0,-23,-22,-7,1030,1029,1019,1018,1017,1007,0,0,1.78
1/12/2016,-5,-3,-13,-11,-6,-17,-16,1015,1025,1024,88,88,77,59,61,61,2,-7,-4,-9,-19,-18,-2,-11,-7,-10,-23,-22,1017,1030,1029,1014,1018,1017,0,0,0
1/13/2016,1,-5,-3,-13,-12,-6,-17,1024,1015,1025,80,88,88,62,59,61,2,2,-7,-13,-9,-19,-5,-2,-11,-17,-10,-23,1029,1017,1030,1017,1014,1018,0,0,0
1/14/2016,6,1,-5,-3,-4,-12,-6,1014,1024,1015,88,80,88,49,62,59,8,2,2,-7,-13,-9,-1,-5,-2,-9,-17,-10,1020,1029,1017,1006,1017,1014,0,0,0
1/15/2016,-3,6,1,-5,-2,-4,-12,1001,1014,1024,82,88,80,38,49,62,12,8,2,-1,-7,-13,0,-1,-5,-3,-9,-17,1006,1020,1029,997,1006,1017,0,0,0
1/16/2016,-6,-3,6,1,-7,-2,-4,1009,1001,1014,82,82,88,55,38,49,3,12,8,-9,-1,-7,-1,0,-1,-13,-3,-9,1017,1006,1020,1001,997,1006,0,0,0
1/17/2016,-17,-6,-3,6,-12,-7,-2,1020,1009,1001,81,82,82,56,55,38,1,3,12,-13,-9,-1,-4,-1,0,-17,-13,-3,1024,1017,1006,1016,1001,997,1.02,0,0
1/18/2016,-13,-17,-6,-3,-21,-12,-7,1030,1020,1009,80,81,82,57,56,55,-12,1,3,-23,-13,-9,-17,-4,-1,-26,-17,-13,1032,1024,1017,1023,1016,1001,0,1.02,0
1/19/2016,-6,-13,-17,-6,-17,-21,-12,1030,1030,1020,87,80,81,61,57,56,-6,-12,1,-22,-23,-13,-12,-17,-4,-25,-26,-17,1032,1032,1024,1027,1023,1016,0,0,1.02
1/20/2016,-3,-6,-13,-17,-9,-17,-21,1026,1030,1030,84,87,80,67,61,57,-4,-6,-12,-7,-22,-23,-8,-12,-17,-12,-25,-26,1029,1032,1032,1024,1027,1023,2.03,0,0
1/21/2016,-3,-3,-6,-13,-6,-9,-17,1022,1026,1030,92,84,87,78,67,61,-1,-4,-6,-6,-7,-22,-4,-8,-12,-8,-12,-25,1025,1029,1032,1019,1024,1027,0,2.03,0
1/22/2016,-4,-3,-3,-6,-7,-6,-9,1026,1022,1026,88,92,84,75,78,67,-1,-1,-4,-6,-6,-7,-6,-4,-8,-8,-8,-12,1030,1025,1029,1021,1019,1024,0,0,2.03
1/23/2016,-3,-4,-3,-3,-7,-7,-6,1030,1026,1022,92,88,92,68,75,78,-3,-1,-1,-6,-6,-6,-4,-6,-4,-8,-8,-8,1032,1030,1025,1027,1021,1019,0,0,0
1/24/2016,-1,-3,-4,-3,-6,-7,-7,1020,1030,1026,92,92,88,78,68,75,-1,-3,-1,-6,-6,-6,-4,-4,-6,-7,-8,-8,1028,1032,1030,1015,1027,1021,0,0,0
1/25/2016,-1,-1,-3,-4,-4,-6,-7,1009,1020,1030,92,92,92,64,78,68,4,-1,-3,-7,-6,-6,-2,-4,-4,-8,-7,-8,1014,1028,1032,1006,1015,1027,0,0,0
1/26/2016,-3,-1,-1,-3,-3,-4,-6,1011,1009,1020,92,92,92,72,64,78,0,4,-1,-3,-7,-6,-1,-2,-4,-6,-8,-7,1022,1014,1028,1004,1006,1015,5.08,0,0
1/27/2016,-3,-3,-1,-1,-6,-3,-4,1025,1011,1009,92,92,92,61,72,64,2,0,4,-8,-3,-7,-4,-1,-2,-9,-6,-8,1027,1022,1014,1022,1004,1006,0,5.08,0
1/28/2016,2,-3,-3,-1,-5,-6,-3,1021,1025,1011,96,92,92,64,61,72,5,2,0,-11,-8,-3,0,-4,-1,-12,-9,-6,1026,1027,1022,1016,1022,1004,0,0,5.08
1/29/2016,4,2,-3,-3,-2,-5,-6,1015,1021,1025,89,96,92,58,64,61,7,5,2,-3,-11,-8,-1,0,-4,-4,-12,-9,1017,1026,1027,1014,1016,1022,0,0,0
1/30/2016,4,4,2,-3,-1,-2,-5,1008,1015,1021,92,89,96,56,58,64,11,7,5,-2,-3,-11,3,-1,0,-3,-4,-12,1013,1017,1026,1004,1014,1016,0,0,0
1/31/2016,4,4,4,2,0,-1,-2,1004,1008,1015,92,92,89,59,56,58,12,11,7,-3,-2,-3,4,3,-1,-4,-3,-4,1007,1013,1017,1001,1004,1014,0,0,0
2/1/2016,0,4,4,4,-1,0,-1,1010,1004,1008,85,92,92,38,59,56,11,12,11,-2,-3,-2,2,4,3,-4,-4,-3,1016,1007,1013,1003,1001,1004,0,0,0
2/2/2016,0,0,4,4,-3,-1,0,1016,1010,1004,92,85,92,60,38,59,6,11,12,-6,-2,-3,1,2,4,-7,-4,-4,1019,1016,1007,1010,1003,1001,0.25,0,0
2/3/2016,-7,0,0,4,-1,-3,-1,1000,1016,1010,100,92,85,85,60,38,2,6,11,-3,-6,-2,1,1,2,-5,-7,-4,1011,1019,1016,995,1010,1003,17.27,0.25,0
